"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30"
"SRR5355030",1.8568344744953,-1.26172852777581,1.00620871574069,0.473415415515319,-0.0789227059718003,-0.126064494057916,0.112496605546502,-0.313879148155855,0.0562805389326139,-0.268836481071131,-0.097209340080367,0.0108678195892073,0.00844168954351874,-0.132508020371678,-0.0235774125333131,0.183584379137717,0.098319732467265,0.0369544375109401,0.0935598096584302,0.0254040470291509,0.0430218210070171,-0.0429211198294947,-0.0917901741345478,0.117080197500961,0.0387216306792606,-0.0776399812023078,-0.0165351766027027,-0.062300878582975,0.0561077658336395,-0.0576900243346862
"SRR5355896",0.571087424357706,0.0147497626977058,0.57543466405368,-0.276805593155899,-0.495886280271788,-0.368113623896611,0.209391590126013,0.175172963067075,0.0537530511221957,-0.0250193072275805,0.0329418887889619,0.0724691247045235,0.0232044161838231,-0.0937996841391278,0.0878385832537919,-0.12252336610532,-0.146775022427968,-0.221376572063338,0.0445242603849956,-0.106570391202149,0.0871092829670536,-0.0532146863663127,0.0268014810899379,0.0446375226422195,-0.107249185525693,-0.0499261963340376,-0.0738867890771127,-0.0316268797781873,0.00812026012491107,-0.0583297150411105
"SRR5354664",-2.81160466607916,-0.602987785451023,-0.166486133494616,0.369980585638245,0.2359374371884,0.119497757103305,-0.0358077258657715,0.260248996853077,-0.133032963289704,0.0382253198405281,0.0915711306099463,-0.0516137261036429,0.0881473344877783,-0.163853703602362,0.0856365169700942,0.00622264121193995,-0.0106301867045109,-0.141817215214826,-0.0328781746022676,-0.0571095306070224,0.0600398035972272,0.118442251886111,0.0506251810749465,0.0436872067066269,0.184777334339906,0.172943572927724,-0.107600778499353,0.0252416118616358,0.135646021837919,-0.0534681038453115
"SRR3986165",1.15151484677412,-0.458508055461518,0.928077696890949,0.132013061052116,0.176101719292653,0.378901356710205,-0.167563098285495,-0.0949713837582431,0.075506319335018,-0.0370038692887913,-0.0987410941446311,0.0206548208832835,0.27443598872938,-0.0388050349977597,0.144749569172943,-0.226732033952016,-0.0772627123247951,0.145021411639416,0.0476441118367253,-0.0252871982852336,0.0484974578427547,0.240374139976787,0.335627598724725,0.0822734761032121,0.00199466280454294,0.0516068557164264,-0.0418350340519963,-0.0544370836002217,0.0585651272704043,0.100486596767899
"SRR5355015",1.90667846297999,-1.02890381440399,0.80365441322055,0.836056521615694,0.365229305218236,0.0168261988858679,0.0980466030664996,-0.147016356458026,-0.011188348668141,-0.0831336775538986,0.0147806026004614,-0.0892890905443666,-0.00675976341563785,-0.0220237827420089,-0.020219824750411,0.110116142274218,-0.0137301293966876,0.038760044436777,0.0577910708109346,-0.0235723242887227,-0.0218383168788385,-0.0864892645032508,-0.137546792283414,0.0563461726222853,0.0362783589060362,-0.0180304039948734,0.101505672477344,0.0503271949006614,-0.0353150794080255,-0.14618587113258
"SRR5355598",1.24024790075267,1.27749244709564,-0.484846023798554,0.516507908023889,0.131537399328131,-0.446102269707416,-0.0304189453537604,-0.00186677110871808,0.0542543084185343,0.0991215981354704,0.125906484207234,0.0485629660930951,-0.0757010682803711,0.0811303089172837,-0.0519584496283915,-0.0283070576314768,-0.0661978527445766,-0.0042584573866732,0.104594903410623,0.00470667216857974,0.0534077922416677,-0.0671901363762758,0.0604235594414247,-0.054183319090206,-0.0980801047360168,-0.195687922943337,-0.0281454933573615,0.0893432123986583,-0.0634576159191479,-0.10301207496984
"SRR5355559",0.381140967039654,0.908226780305638,-0.129413962474201,-0.322921099743497,-0.0213703996319391,-0.173819700481231,-0.339071766371506,-0.169291497241907,-0.0146898953783069,0.220078218064379,0.281231820791773,-0.0596039737888301,-0.0639916374623737,0.218191151209849,0.0237872525531412,0.00496682325968658,0.0444932114522903,0.183399103183768,0.149447436649591,0.187813176997948,0.0133960506483971,-0.142125076089249,0.0607948507766966,-0.0300409260686053,0.00141457775886965,-0.093422123776141,-0.110508243892649,0.0367538000263757,-0.0979027623013457,0.107997162483393
"SRR5355139",-3.15152288860218,-0.0303954074174617,-0.397238154565822,0.488028255386327,-0.334643155337664,-0.590147760293901,0.186114667269984,0.300594166209397,0.0347774235196588,-0.193477644455595,-0.00153050145619492,-0.065245757658722,0.00057182975442909,-0.310128765944195,-0.189628715494537,0.137278256968103,0.116449278080302,-0.40606102111416,0.177168963297668,0.1122433529868,0.0141439374799523,-0.0149428688857604,0.0432447243786859,-0.00516225966224865,-0.128415453811803,-0.184823531094182,0.17756696005079,-0.0174636223049501,-0.0961430511049158,0.174346312846859
"SRR5354249",-1.4942181756981,0.225113076236442,0.442022144476035,0.13043130287692,-0.209215028225656,-0.235703126021928,0.101486746948436,0.0796904281002657,0.0100248571785552,-0.0514988122948141,0.0523441986969918,-0.116257983768085,0.0339304232222324,0.0641002417667584,-0.128531653674295,0.0157307767532558,0.00970212321141467,0.00079384537360121,-0.118943222925452,-0.0373807125419481,0.15107695808739,0.169636844693595,-0.0799292645198877,-0.0333427453442857,0.00851794648713253,-0.153142228058873,0.0699725266516085,0.00769517094288586,0.1010379322921,0.0889746889994379
"SRR5355940",1.03707368640998,-0.382863236404317,0.934730766387314,-0.00110275030662343,-0.226922556326196,0.0875934321011783,-0.314412319918727,-0.24052338675775,0.090420839032014,-0.057395641981546,-0.00688958178472797,0.0625816721158214,-0.0526825389471068,0.0845379332290308,0.0456070485007542,0.11364378816984,-0.17819355143596,-0.0178269492819791,-0.0993170321566757,0.0642550088628764,-0.0853835343006217,0.0424726618127797,-0.106546576562309,-0.102800047759892,-0.104569514862123,0.116041091626433,0.0121030981044062,0.0343607206746121,0.0478951211437359,-0.207646672555459
