"","UMAP_1","UMAP_2"
"SRR5355030",-2.55067247707697,2.96901063386786
"SRR5355896",-1.49165207702967,1.72867469255316
"SRR5354664",1.15284615199712,-3.33241667087686
"SRR3986165",-3.61316317875239,3.99387155238974
"SRR5355015",-2.48674983341548,2.65777192775595
"SRR5355598",-4.4995383675799,0.839153987806913
"SRR5355559",-1.21118540127131,-0.128218548852328
"SRR5355139",0.950925523449453,-4.10063089664591
"SRR5354249",0.934221560169729,-2.43282999332559
"SRR5355940",-1.36492890674922,1.63710726563322
"SRR5355935",-1.54998905021998,1.5044601983248
"SRR5355138",0.866019064594778,-3.93808569248331
"SRR5356122",-1.17160660583827,0.471060020369169
"SRR5355616",-4.97436804134699,0.258414489668485
"SRR5355086",-0.749942069838968,1.62630642716276
"SRR5356035",-2.13785237629267,1.58354897562849
"SRR5355212",0.603142375160726,-4.2302810126127
"SRR5356012",-2.37186402637812,0.896413428228971
"SRR5355961",-0.79738325435969,1.88149437074053
"SRR5354241",1.21701126735357,-3.23981823261392
"SRR5354696",0.429815107990774,-2.56084837253702
"SRR5354102",-0.50513244230601,-0.377020257073764
"SRR5355155",0.9374801460996,-4.17797483738077
"SRR5354558",-1.04376954395625,1.00781284038412
"SRR5354845",-1.78462857563349,2.71247373287069
"SRR5355897",-1.9025837834582,2.17525675658571
"SRR5354151",0.536006027866873,0.703995448988553
"SRR5355582",-4.48230881054255,0.631916744154569
"SRR5356120",-3.58143252689692,0.8896707123934
"SRR5354506",0.586675876785787,-0.803979294854525
"SRR5354376",0.951167637516531,-1.64370717342508
"SRR5354182",0.763201290775808,-1.77681555088175
"SRR5355187",0.662556702305349,-3.80212368305338
"SRR5354501",-0.358271544764963,1.53895137969839
"SRR5355670",-4.49216646511408,0.238177639883634
"SRR5356123",-2.7799682076678,1.81565885011541
"SRR5355613",-4.44363445598933,1.00239442054617
"SRR5355901",-1.20991999466273,2.47370238367903
"SRR5355203",0.303706580807241,-4.18484224613321
"SRR5356003",-1.70553309280726,1.4724731272875
"SRR5354707",1.75734131972936,-2.6918345862211
"SRR5354356",1.24028831164983,-2.15000547702921
"SRR5354840",-0.983860319446055,2.24677270416605
"SRR5355652",-5.04042715389582,0.443860632818815
"SRR5356111",-2.53483766872737,1.56596879426825
"SRR5356137",-2.10255224068019,1.42942581836569
"SRR5355364",0.987153464962515,-4.32511438663614
"SRR5353503",0.875963622738394,-0.566839831429843
"SRR5356089",-2.30155987102839,2.18789925191986
"SRR5354259",1.12593644302038,-2.37183679874552
"SRR5355599",-5.0580648835406,0.302975637358304
"SRR5355247",0.219838911701711,-4.20586122806681
"SRR5353758",1.96997624080327,0.202220422667142
"SRR5356142",-3.87832350094172,1.0271777934252
"SRR5355108",1.35852854888585,-4.50137533481729
"SRR5356037",-2.63088006336543,0.407172662657377
"SRR5355661",-4.85873932201716,0.786464554709073
"SRR5354377",0.992296153713735,-2.51921095188272
"SRR5354364",1.37938826720861,-2.60332407291544
"SRR5355606",-4.53377193767878,0.345385772627469
"SRR5355163",0.550879890133413,-3.18091453846109
"SRR5356130",-2.51581544239375,1.88543353740561
"SRR5355257",0.120606446672949,-4.17742599781168
"SRR3986211",-3.15392965633723,3.91485677425253
"SRR5355667",-4.64555782635066,1.04517815772879
"SRR5354208",1.22287362258581,-1.7840513163389
"SRR5354688",0.26447930376676,-2.25671018894327
"SRR5354347",1.12189000289586,-0.726845162469271
"SRR5355117",0.9759984556928,-3.88694347675455
"SRR5355992",-1.76769501526209,2.76898674432623
"SRR5354630",1.49863951842931,-3.67437185581339
"SRR5356028",-2.28773779232356,1.46152756873953
"SRR5354720",0.591737801243337,-2.12566723163736
"SRR5355591",-4.68913931209895,0.679728967589017
"SRR5355271",0.36214616339353,-4.35368551548136
"SRR5354623",1.3588828388944,-0.433853524285678
"SRR5354565",1.98982220332769,-1.86886300380838
"SRR5355145",1.420118743588,-4.20229925449503
"SRR5355249",0.350597525049719,-4.19993318851602
"SRR5355630",-4.09286422092768,1.06479273502218
"SRR5355601",-4.40408081371638,0.794416291159269
"SRR5354603",0.6067677084699,0.488362414282438
"SRR5354539",1.28294759433416,-2.77256931598795
"SRR5354884",-1.28297049362513,2.60182331268179
"SRR5355381",0.908757025410208,-4.11431946094644
"SRR5353947",1.44284265678075,-1.86848272617472
"SRR5355580",-5.07172865230891,0.379297596853849
"SRR5355254",0.970138127018484,-4.30643190677774
"SRR5355162",1.04612963836339,-4.28256859119547
"SRR5356034",-2.01350421268794,1.06973789398062
"SRR5355153",0.763334983994039,-3.8063913756193
