"","UMAP_1","UMAP_2"
"SRR3986024",-0.546248591269353,2.04147032887805
"SRR3986025",-2.06306446226964,2.03523294122088
"SRR3986026",0.760571473513744,2.55804411561358
"SRR3986027",-3.32943642767797,0.455315957378032
"SRR3986029",-2.15073455008397,2.04417721421588
"SRR3986031",-2.26049411925206,1.90833119542468
"SRR3986032",-2.82580149802099,1.91931466252673
"SRR3986034",-2.85344160231481,1.77097133786547
"SRR3986035",1.0486601528274,2.69389418752063
"SRR3986036",-1.87328863772283,1.8143242994057
"SRR3986037",-0.683148435081341,1.995375076841
"SRR3986038",-1.95573902758489,1.54503063351977
"SRR3986039",-0.787646985377171,1.89956728608477
"SRR3986041",-1.77824086579213,1.36666820437777
"SRR3986042",-2.51446056994329,1.86856702954638
"SRR3986043",-2.1311391654862,1.74760107190478
"SRR3986044",0.624869936381481,1.21324549109805
"SRR3986046",-1.74784017237554,1.75931755692828
"SRR3986047",-2.19648349913488,2.09859136731494
"SRR3986048",-2.33679271372686,2.02310709149707
"SRR3986050",-4.43226683768163,1.39089630038607
"SRR3986051",-1.93569982680211,1.89791075379718
"SRR3986052",-1.91721773775945,1.78560475499499
"SRR3986053",-1.25089017185102,1.30778924615252
"SRR3986054",-0.72724113496671,1.43520961196292
"SRR3986056",-2.16086626681218,2.04432062299121
"SRR3986057",-3.30192936095128,0.115745226453425
"SRR3986058",-1.71056950720678,1.44896505267489
"SRR3986059",0.794242256556651,3.19143156201708
"SRR3986060",-2.34204781683812,1.93164209515917
"SRR3986061",-1.79437798890004,1.74266401917803
"SRR3986062",3.19998013344874,0.242014596770885
"SRR3986063",-1.96547866495977,1.84219483525622
"SRR3986064",-2.14282227190862,2.10604969651568
"SRR3986065",-2.40800619753728,2.03259555489886
"SRR3986066",-2.16628862055669,1.20716918499339
"SRR3986067",-2.21151173743139,2.04137376935351
"SRR3986068",-2.91643822821508,1.83183745534289
"SRR3986069",-2.50354147585759,1.50155923755038
"SRR3986070",3.01971256104579,0.0590098300682326
"SRR3986071",-2.58455706271062,1.82571927697528
"SRR3986072",-1.95662463339696,1.80982510239947
"SRR3986073",-3.79174078139196,0.996299544881465
"SRR3986074",2.1376813587295,-1.37281390040052
"SRR3986075",-2.53755868109594,1.63346097857821
"SRR3986077",-1.34935436281095,1.79325822980273
"SRR3986078",-2.00735033186803,1.83923033864367
"SRR3986079",-3.80071509512792,1.64564685017932
"SRR3986080",1.22724496689906,-2.75694700091016
"SRR3986081",-2.1630690160645,1.90666000039447
"SRR3986082",-2.13529337080846,2.07244567067492
"SRR3986083",-0.263715213860371,1.51502130420077
"SRR3986084",-2.12012530001531,2.04043857247698
"SRR3986085",-2.4710741105927,1.69313834102023
"SRR3986086",-2.22777271899114,2.09038392693865
"SRR3986087",-2.34713781508336,1.99470714719165
"SRR3986088",-1.97847831877599,1.6683407226311
"SRR3986089",-1.74161750706563,1.07313508779872
"SRR3986090",-2.40812826784978,2.13663021714556
"SRR3986091",-1.90954620274434,1.52857945353854
"SRR3986092",-2.54983044299016,2.07912305981982
"SRR3986093",-2.19291890295873,1.93735138566363
"SRR3986094",-1.05303819360862,1.60492853314746
"SRR3986095",-2.20633066328893,2.1230514446007
"SRR3986096",-2.13875020178685,1.95012668759692
"SRR3986097",1.51459109154811,1.58872512967456
"SRR3986098",-3.99256528052221,1.01520154864657
"SRR3986099",-2.80218041571508,1.78985695035327
"SRR3986100",-2.08027780684362,1.66285465152133
"SRR3986101",-2.10737050207982,1.90454916150439
"SRR3986102",0.77584182587733,3.02447084576953
"SRR3986103",-0.892672552491524,1.83459726960528
"SRR3986105",-2.1608227554215,1.93952480943072
"SRR3986106",-1.94920731219182,1.30506972463
"SRR3986107",-1.10443920525441,1.42761776835787
"SRR3986108",-2.74736989172826,1.74738351495135
"SRR3986109",-2.32935834559331,2.01211134583819
"SRR3986110",-2.09543169173131,1.92301503808367
"SRR3986111",-2.59132350119481,2.01831452042926
"SRR3986114",-1.9935659232987,1.29818455369342
"SRR3986115",-1.12725859018693,1.69365910680163
"SRR3986120",-1.94966376456151,1.61721924931872
"SRR3986122",2.24223958817591,3.52626732976306
"SRR3986123",2.1733111080276,3.40275267751086
"SRR3986125",2.62684976426234,4.48187379033435
