"","UMAP_1","UMAP_2"
"SRR3986024",-1.4688048367372,-0.773054454191145
"SRR3986025",-0.621241033541245,0.906032409803453
"SRR3986026",-1.06708145188002,-0.975520465238509
"SRR3986027",-1.56272161053328,-0.848217818601546
"SRR3986029",-1.79049241589217,0.041011955873552
"SRR3986031",-1.62756860302596,-0.0157675479487747
"SRR3986032",-0.483709037767929,1.34843815519053
"SRR3986034",-0.17060244129805,1.33910119189459
"SRR3986035",0.671059548390823,-2.7763098214702
"SRR3986036",-0.46063500689177,0.42868914856154
"SRR3986037",-0.812158287035507,0.172290947572771
"SRR3986038",-0.305486113297028,0.865993406908098
"SRR3986039",-0.600029767023605,0.266698625223222
"SRR3986041",-0.472320795523209,0.572447862760606
"SRR3986042",-0.560751319395584,0.737620618478838
"SRR3986043",-0.24117356585173,0.719992604391161
"SRR3986044",-0.240927488075775,-0.441784832342085
"SRR3986046",-0.312210351692719,0.691949095861498
"SRR3986047",-0.590105414854569,1.19188341154296
"SRR3986048",-0.673693657385391,0.965247180597368
"SRR3986050",-0.24599334643988,1.60008511348206
"SRR3986051",-0.683892667757553,0.690040733949724
"SRR3986052",-0.678159356581253,0.547935333387437
"SRR3986053",-0.860533535944504,0.034751083986345
"SRR3986054",-0.377974629866165,0.390197899477068
"SRR3986056",-0.541176796423477,1.27155166520316
"SRR3986057",-2.85984563873915,-0.783251616819319
"SRR3986058",-1.36570775555281,-0.266945693357405
"SRR3986059",-2.18955707596449,-0.480412099225935
"SRR3986060",-0.82527887867598,0.864974942342821
"SRR3986061",-0.651893079744858,0.604319718019548
"SRR3986062",-0.442649007307572,0.809622492925707
"SRR3986063",-0.434846163260025,0.611244824068132
"SRR3986064",-0.651592970358414,1.01369252456862
"SRR3986065",-0.685607672201676,1.27052472187716
"SRR3986066",-1.39389503048567,-0.275182220800337
"SRR3986067",-0.526850879656357,0.936228718893114
"SRR3986068",-0.524740577208084,0.980152573720995
"SRR3986069",-0.781069994436783,0.380168702737871
"SRR3986070",-0.712689698206467,0.4376110102101
"SRR3986071",-0.467182577120346,0.854123678342882
"SRR3986072",-0.0772251193395082,0.924322333471361
"SRR3986073",-1.13005924271254,0.204121019975725
"SRR3986074",-1.00238418625502,0.61787041677672
