"","UMAP_1","UMAP_2"
"SRR5355030",0.593016353788767,-3.32634425232185
"SRR5355896",-1.19912980740985,-3.24444413254036
"SRR5354664",1.65178270393888,3.56142187049614
"SRR3986165",16.6441004400877,-2.3151919848658
"SRR5355015",0.531978604736719,-3.30652880737556
"SRR5355598",-2.64109395688495,-9.27612900802864
"SRR5355559",-5.78108190244159,-0.916615844462051
"SRR5355139",0.886666116657648,6.54901480605827
"SRR5354249",0.748654512110147,2.78426504066216
"SRR5355940",-0.270526992735472,-2.9108426577784
"SRR5355935",-1.55852864926776,-3.02049994537605
"SRR5355138",0.746012074294481,6.55263018539177
"SRR5356122",-0.713219630179014,-4.45028472015633
"SRR5355616",-3.09043143933734,-8.34590649673714
"SRR5355086",-0.962265002188292,-3.2397935397364
"SRR5356035",0.673738188463244,-3.62395930359138
"SRR5355212",3.86475063616315,5.7372515194677
"SRR5356012",0.648063375967536,-3.4527423388697
"SRR5355961",-1.64596055692157,-3.41750979492439
"SRR5354241",1.11314810568372,3.52443265846001
"SRR5354696",0.9217968111662,2.49681496551262
"SRR5354102",-1.3731717938753,-2.78995013305916
"SRR5355155",1.90399075800458,5.62750124862419
"SRR5354558",-1.59079598134479,-2.63150501320137
"SRR5354845",-0.0631234521242048,-3.33429694244636
"SRR5355897",-1.57392333692035,-3.60489153930916
"SRR5354151",-1.7237634534212,1.37554180553185
"SRR5355582",-3.11174033826312,-7.75902104446663
"SRR5356120",-2.5497391099306,-6.99402070114387
"SRR5354506",-0.0730981702180769,1.33611005475746
"SRR5354376",-0.134962546286192,2.6666184656881
"SRR5354182",-0.421856152472105,2.5204352133535
"SRR5355187",1.53591550642529,5.65202069213615
"SRR5354501",-0.844781505522337,0.537285953070984
"SRR5355670",-2.76304720586261,-9.47090840408577
"SRR5356123",0.294066054168138,-5.68899560043587
"SRR5355613",-3.00599549954852,-7.91862797806038
"SRR5355901",-1.63678120320758,-3.5737106806971
"SRR5355203",4.0597145682005,5.34654498031365
"SRR5356003",-0.145177471098509,-3.84659457275642
"SRR5354707",1.97380067163983,3.67945241859184
"SRR5354356",-0.481863367018309,2.51299059322105
"SRR5354840",-0.789070355352965,-3.05583620140327
"SRR5355652",-2.80883787816485,-9.26558995315803
"SRR5356111",-0.570411550459471,-5.18449854919685
"SRR5356137",-0.333086478170958,-4.72825121948494
"SRR5355364",2.69173337275067,5.74982762267815
"SRR5353503",-2.04257749265155,4.27451395919548
"SRR5356089",0.147238922658357,-4.62252402374519
"SRR5354259",0.993130368533525,3.20637035300957
"SRR5355599",-3.14477275556048,-8.10579323837532
"SRR5355247",3.82682253176251,5.74845528533684
"SRR5353758",5.93583322817365,1.38819843461739
"SRR5356142",-2.50849102681598,-6.9990241534449
"SRR5355108",1.35574842745343,5.88684821059929
"SRR5356037",1.73532224947492,-3.84195923874153
"SRR5355661",-2.89269756024798,-9.12859273025764
"SRR5354377",-0.0673556203218366,2.63882160117851
"SRR5354364",-0.0503120893808271,3.33785724570976
"SRR5355606",-3.19756077474078,-8.05972981521858
"SRR5355163",2.06034494692365,3.09275650909172
"SRR5356130",0.282492203059587,-5.42742657730354
"SRR5355257",4.0764029150633,5.58244776656853
"SRR3986211",16.3292467718748,-2.39454722473396
"SRR5355667",-3.06384776776752,-7.74498868057503
"SRR5354208",-0.232303726133909,2.6994107954763
"SRR5354688",1.15057433897534,0.436653553750382
"SRR5354347",-0.541135179457274,2.61871743133293
"SRR5355117",0.740086694600973,3.82757949760185
"SRR5355992",-0.00775055831393257,-3.7320096499659
"SRR5354630",1.3244913345007,4.17218184402214
"SRR5356028",0.878404093327913,-3.63968396255745
"SRR5354720",1.31679977232495,1.20503005316483
"SRR5355591",-3.14917062467059,-8.03795266220344
"SRR5355271",3.86360861116925,5.59308743407951
"SRR5354623",-2.00836800282916,1.41919720103966
"SRR5354565",-2.15619872754535,1.77617752483116
"SRR5355145",0.812764761391077,6.48177599838005
"SRR5355249",3.99290849024335,5.85750317504631
"SRR5355630",-2.79629014676532,-7.41000485489143
"SRR5355601",-3.20435451215228,-8.20584797928108
"SRR5354603",-1.80268405621966,1.11099943449722
"SRR5354539",0.949484390559587,3.34891223838554
"SRR5354884",-0.428030239996519,-3.13741779396309
"SRR5355381",2.38624156767407,5.42387938430534
"SRR5353947",-0.305297481474486,4.02396607330071
"SRR5355580",-3.24335025495013,-8.27040314743294
"SRR5355254",3.31298114115277,5.63353228500115
"SRR5355162",1.24783898645917,5.99136614730583
"SRR5356034",1.23142678791562,-4.25770115921272
"SRR5355153",1.53682441765347,5.56084418227898
"SRR5354057",-1.3109341735216,-2.24593949386848
"SRR3986189",16.615555060449,-2.36338067123665
"SRR5355675",-2.63103769963702,-8.46291279861702
"SRR3986103",-2.33444164937457,-0.374992371294631
"SRR5354080",-2.19776390737018,-1.82554006645454
"SRR5355986",0.208879244866762,-3.54213166305794
"SRR5355215",4.34864951426068,5.17508435180412
"SRR5354423",0.583749850633535,3.53986072471367
"SRR5355296",2.45209575945416,6.10545754363762
"SRR5354396",-0.828665959295836,2.02476692130791
"SRR5355618",-2.95575331395587,-7.48432755539192
"SRR5354367",-0.529167043623533,2.56007146766411
"SRR5354652",-0.37201296037158,0.5383623086475
"SRR5356022",-2.29067109769305,-2.52695107528938
"SRR5354577",1.4277817135481,3.6545255177282
"SRR5355123",2.01327849680463,6.20974612167107
"SRR5354619",1.66059614473859,3.48234558036552
"SRR5356032",1.85682953650037,-4.03930926391853
"SRR5354373",-0.298443602976408,3.31293368270622
"SRR5355081",-0.488455283102598,-3.65920233795418
"SRR5354217",0.318791938367281,2.89554977348076
"SRR5356091",0.716252421381864,-2.84997725555672
"SRR5355524",-6.97604106610736,-1.60239815780891
"SRR5354545",1.14405368024388,3.74622869422661
"SRR5355047",-1.44422458356341,-2.54586982795967
"SRR5355928",-0.67931698506793,-3.49967980453743
"SRR5354681",-0.393772708830443,0.437315314319001
"SRR5355115",1.14968995505849,6.26308083465324
"SRR5354357",0.16268808895627,2.87120580604302
"SRR5355647",-2.95311568921527,-7.66137719223274
"SRR5355122",0.943713349643144,6.33238673141228
"SRR5354472",0.259457511248979,2.67916631629692
"SRR5355646",-2.56219099706134,-9.50793385574593
"SRR5356121",-0.621021735128966,-4.78127312729134
"SRR5353630",-2.65978740399798,3.97833228042351
"SRR5355704",-2.09038900083026,-9.85855221817268
"SRR5355604",-2.91295503323993,-9.1776335246302
"SRR5355343",2.40311743074933,5.5777146809362
"SRR5355926",-2.20057891553363,-3.34555363724007
"SRR5354335",-0.43039451783618,0.841462123449908
"SRR5355892",-0.933147537169066,-3.73543524811043
"SRR5354596",0.133674932065401,1.72851592233406
"SRR5353393",-2.76334212964496,2.93457937171684
"SRR5356060",-0.284705626425352,-4.7137982852198
"SRR5354432",-0.0428278321596052,3.11623215606438
"SRR5356066",-0.620433556494322,-4.10278296539558
"SRR5356094",0.260977668109331,-4.68423914978279
"SRR5354516",0.869314608517084,3.52854275634514
"SRR5353658",-1.79049395268878,3.90789341857658
