"","UMAP_1","UMAP_2"
"SRR5355030",2.89671158367017,3.6846321986335
"SRR5355896",1.20246243053296,0.884038524450604
"SRR5354664",2.21003341251233,-3.7951487137658
"SRR3986165",2.4276726203523,1.75002505046302
"SRR5355015",2.2737841563783,3.34186066848213
"SRR5355598",-1.15260702795169,6.99913610679084
"SRR5355559",-5.52821398204944,4.46526731711799
"SRR5355139",4.10048198276379,-3.29139767426079
"SRR5354249",1.34285234981397,-1.83840881126946
"SRR5355940",0.536266382273224,-4.31809840935295
"SRR5355935",1.51290630870679,1.06293274623329
"SRR5355138",3.80705928378918,-3.44932876366204
"SRR5356122",-0.65404141372821,0.598656909288708
"SRR5355616",-0.444738109175178,6.2946950362342
"SRR5355086",1.12852286868909,1.37777449351722
"SRR5356035",2.93736671977856,3.75721062880928
"SRR5355212",5.06699323230603,-3.00026069420403
"SRR5356012",2.02698707156995,2.57728804809028
"SRR5355961",0.595853145655182,0.98704423171455
"SRR5354241",1.93904399448254,-2.82937751549309
"SRR5354696",1.94681262546399,-2.03089175957268
"SRR5354102",0.939637179907349,0.873467700304333
"SRR5355155",4.53411864810803,-4.65886531609124
"SRR5354558",1.59316670471051,1.03175653678352
"SRR5354845",1.75132119232037,2.43392814856941
"SRR5355897",2.51688527637341,2.21831955176765
"SRR5354151",2.21038245731213,1.473945634188
"SRR5355582",-0.285193820063087,6.12171091300422
"SRR5356120",-0.210276421669933,5.1693574355262
"SRR5354506",1.2906081634126,-0.51632456320351
"SRR5354376",1.38620507293561,-1.49556587475365
"SRR5354182",1.01204835944989,-0.973840696988758
"SRR5355187",4.5464663463197,-4.18110023277825
"SRR5354501",1.04905187660077,0.398485662164036
"SRR5355670",-1.37598991817615,7.13602556449348
"SRR5356123",1.1941794114671,4.00768341285164
"SRR5355613",-0.159314636651489,5.90160335761482
"SRR5355901",1.54947042041638,1.58227278453285
"SRR5355203",5.33940839343884,-3.05369840401238
"SRR5356003",-1.67426360077045,3.67811598044807
"SRR5354707",2.23695969158032,-3.75629792946404
"SRR5354356",1.35309457355359,-1.3590462042672
"SRR5354840",0.99997412734845,0.895462291063611
"SRR5355652",-1.30809057182452,7.30215563041145
"SRR5356111",0.098936315115479,3.76383270484382
"SRR5356137",-0.383170608941528,0.446926267566029
"SRR5355364",5.42553090625623,-5.02997337120598
"SRR5353503",-3.62928796238086,-2.80664072769707
"SRR5356089",1.60634064250806,3.88062991362983
"SRR5354259",1.85963582568982,-3.49673257607048
"SRR5355599",-0.334435675803634,6.25620712500984
"SRR5355247",5.09081792407849,-3.33054695862358
"SRR5353758",-0.471458454195472,-4.50046764153069
"SRR5356142",-0.715121273461792,5.14511694175178
"SRR5355108",4.54725074344495,-4.58885846870964
"SRR5356037",2.46459269100049,3.7747610972541
"SRR5355661",-0.658829901877853,7.03274025184089
"SRR5354377",1.52105831676343,-1.49654851692742
"SRR5354364",2.28685903125623,-2.59070478218621
"SRR5355606",-0.157665309075328,6.18894018393928
"SRR5355163",1.9308989005647,-3.07242546814507
"SRR5356130",2.27268337779858,3.71258796912605
"SRR5355257",5.53633737140515,-2.55992041367119
"SRR3986211",9.48157214694836,3.45795716506416
"SRR5355667",-0.268134516242954,6.08748497229988
"SRR5354208",0.968208427961853,-1.17624400394982
"SRR5354688",0.450358207758454,-0.963322026906665
"SRR5354347",0.827044840391663,-1.5743063523156
"SRR5355117",3.98043965869763,-3.80481467979973
"SRR5355992",2.7719109016023,3.86616911155159
"SRR5354630",3.26475572162488,-3.91618333595818
"SRR5356028",2.76540731960156,3.59797801238472
"SRR5354720",1.9158134418092,-1.10212550896233
"SRR5355591",-0.203994282100412,5.53706230384285
"SRR5355271",5.37692308002332,-2.99812398689812
"SRR5354623",-2.06741083091876,-1.38612364071434
"SRR5354565",-2.40099478191516,-1.78507457512444
"SRR5355145",4.2523784595094,-4.73407731789177
"SRR5355249",4.49011563831189,-2.92451940315789
"SRR5355630",-0.132514115933391,5.41241850120002
"SRR5355601",-0.268922422591659,6.39132894736702
"SRR5354603",-1.23134941286227,-0.744971676049884
"SRR5354539",2.26083564334729,-1.75785778301781
"SRR5354884",1.35629260116437,1.84054590922767
"SRR5355381",4.86412906223157,-4.28127799767083
"SRR5353947",0.460584040220765,-4.08825193184441
"SRR5355580",0.0470557766518864,7.2620726988929
"SRR5355254",5.23871278339246,-4.78451667564934
"SRR5355162",4.37332677417615,-4.42536292809075
"SRR5356034",2.41252517276624,3.17148436767036
"SRR5355153",4.47219132953503,-4.54959188240593
"SRR5354057",1.63524710708478,0.557817356409375
